label,author,comment,id,channel,title
1,OzlemTalha,Saya gak pernah kecewa sama 🅿️🆄🅻🅰️🆄777,hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,PeggieDiallo,"Wah, Arafa pernah pacaran sama Ate? Info baru nih! 😮 Ｂ𝑶Ꮤ𝗢𝟳𝟟 bikin aku dapet info + rejeki 🤑",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,PeterCalonia-j9i,Kelebihan NAGAPLAY138 adalah pelayanan terbaik yang selalu bikin pemain merasa puas!,L3eyphPyWDw,CURHAT BANG Denny Sumargo,JENNIFER COPPEN & DALI TIDAK ADA HUBUNGAN PAS HAMIL !! KAMARI TIDAK AKAN DI TITIP KE YAYA
1,PetrinaYe-y8c,"Sebelumnya saya merasa terasa kurang adil di tempat lain, akhirnya mencoba 𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗 dan lebih nyaman",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,PflowersTheron-u2d,"Keberuntungan hari ini benar-benar tak terduga, cuma di 𝘼G𝘜S𝑇ОT𝘖!",8RW2boOcqCY,METRO TV,Jokowi Sepakat Tidak Boleh Ada Matahari Kembar di Pemerintahan Prabowo - [Top News]
1,phill3349,Seru banget main di HARTA138! Gak nyangka bisa menang besar!,hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,PollyCarpenter-g3d,Main di ❚█══ 𝗠𝗘𝗚𝗔𝗕𝗘𝗧99 ══█❚ selalu memberi pengalaman seru,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Prediksibola-w3k,Terbaik B U K I T 8 8 8,hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,QuenaraAku,"Iseng iseng mencoba bermain HARTA138, Justru malah menjadi ahli, rezeki terus menerus datang!🥰",hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,QuenaraAku,"HARTA138 bikin ketagihan, pengen main terus dan terus!🥰",BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,QuenaraAku,"Nggak pernah gagal dapet jakpot besar di HARTA138, luar biasa",8zM08uVf0n8,Deddy Corbuzier,DJ YASMIN: Aku sampe hampir diperka0s sama Om itu.. loh!! - Praz Teguh
1,QuenaraAku,"Main di HARTA138 Seru banget, hasil nggak mengecewakan!",8zM08uVf0n8,Deddy Corbuzier,DJ YASMIN: Aku sampe hampir diperka0s sama Om itu.. loh!! - Praz Teguh
1,QuenaraAku,"Rezeki hari ini luar biasa, berkat HARTA138 semuanya jadi lebih mudah!",Qn5dAf3HSCA,Azka Corbuzier,"AZKA PURA-PURA SAKIT, BIAR DIPERIKSA SAMA INDAHKUS!!"
1,Rachmanningsih-j1f,"Jakpot hari ini bikin aku makin semangat, cuma di D𝙊𝑅А7𝟳!",BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,RadenAgung-e9l,"𝐆𝐀𝐑𝐔𝐃𝐀138 emang beda, ganteng msksimal🎉",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,rahmanvoices,gαмραηg ¢υαη ∂ι тєѕℓαтσтσ,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,rahmanvoices,g͎a͎m͎p͎a͎n͎g͎ ͎c͎u͎a͎n͎ ͎c͎u͎m͎a͎ ͎d͎i͎ ͎T͎E͎S͎L͎A͎T͎O͎T͎O͎,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,rahulparmar9934,menyala wii di ✦✦M𝐚𝐧𝐮𝐭𝟖𝟖✦✦,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,rajasinga-h8o,𝔾 Ã ل Ã ℍ 𝟭 𝟯 𝟴  Terpopuler Member baru pasti JE_PE💥,hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,rajasinga-h8o,𝔾 Ã ل Ã ℍ 𝟭 𝟯 𝟴  modal sedikit hasil maksimal💗,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,ramadanipratama7305,Lagi banyak bonusan main di IPSGAMING14,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,ranggaAditya-v7q,"Rezeki hari ini bikin aku makin optimis, cuma di 𝕊𝕀𝕄𝔹𝔸𝟞𝟡! 😬 😟",hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,ranggaAditya-v7q,"Nggak pernah gagal dapet jakpot besar di 𝕊𝕀𝕄𝔹𝔸𝟞𝟡, luar biasa!",hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,Rawskibonlap-b5y,"Baru coba main di 𝘈𝐺𝙐ST𝐎𝙏O,eh rezekinya langsung gacir. Mantap banget!",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,RaynaWalling,Mau main di situs yang pasti memberikan kemenangan besar? 🎰 𝗠𝗘𝗚𝗔𝗕𝗘𝗧99 🎰 jawabannya!,BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,redemkolesslecess,"Coba main di NAGAPLAY138, di sana promo istimewa tanpa henti bikin suasana jadi gembira!",L3eyphPyWDw,CURHAT BANG Denny Sumargo,JENNIFER COPPEN & DALI TIDAK ADA HUBUNGAN PAS HAMIL !! KAMARI TIDAK AKAN DI TITIP KE YAYA
1,redemkolesslecess,NAGAPLAY138 selalu hadir dengan fitur canggih. Bikin pengalaman main jadi seru!,L3eyphPyWDw,CURHAT BANG Denny Sumargo,JENNIFER COPPEN & DALI TIDAK ADA HUBUNGAN PAS HAMIL !! KAMARI TIDAK AKAN DI TITIP KE YAYA
1,RegaladoSubias-k9h,"Gak mau ketinggalan, main di 𝐴𝙂𝘜𝑆TО𝙏О-langsung dapet jakpot gede!",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,ReginiaMeneses,"𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗 memberikan kesan pertama yang langsung percaya dengan sistemnya, membuat ingin terus bermain",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,RenAmamura,gk nyesel gw baca komen gw coba GA RU DA SATU TIGA DELAPAN eh malah jepe cok wkwk,hHuahFR3_dc,Deddy Corbuzier,FITROP: AYO OM DED JOGET BAPAK2 GA PAKE BAJU TUNJUKIN‼️🤣Vidi Aldiano - Podcast
1,RenAmamura,"yang serius merapat,,GA RU DA SATU TIGA DELAPAN lagi bocor",BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,RenAmamura,GA RU DA SATU TIGA DELAPAN..Gachor nya bikin ketagihan💗,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,RenAmamura,"Seru banget main di 𝐆𝐀𝐑𝐔𝐃𝐀138, selain hiburannya seru, jakpotnya gacir terus! 😚 😙",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,RendiPangalila-j7y,"bonus terbesar hanya di𝐆𝐀𝐑𝐔𝐃𝐀138🦅
buruan klaim bonus nya",8zM08uVf0n8,Deddy Corbuzier,DJ YASMIN: Aku sampe hampir diperka0s sama Om itu.. loh!! - Praz Teguh
1,Riveraseedling-s8f,Semoga rezeki dari 𝘋𝑂ЯA𝟳𝟽-ini berkah dan bermanfaat!,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Rocaelnixon-d9n,Jakpot besar bikin aku makin percaya sama keberuntungan di 𝐀𝐺𝑈𝐒𝙏𝑂𝑇𝘖!,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,RochaVila-f2h,Mencari platform yang mendengarkan penggunanya? 𝐀𝐺𝑈S𝙏𝐎T𝙊-mungkin jawabannya.,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,RUBENHylton,Bener kata bang mandra kalo soal warisan pasti dapat dari SRIWIJAYATOTO,BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,RubyCoble,"𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗 selalu menawarkan kenyamanan yang luar biasa, tidak ada yang lebih seru",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,Russellfilms-y6v,"gacir mulu di DO𝐑A7𝟩, jepe gampang",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,sabbyschrodes,NAGAPLAY138 selalu hadir dengan promo istimewa tanpa henti. Bikin pengalaman main jadi menguntungkan!,L3eyphPyWDw,CURHAT BANG Denny Sumargo,JENNIFER COPPEN & DALI TIDAK ADA HUBUNGAN PAS HAMIL !! KAMARI TIDAK AKAN DI TITIP KE YAYA
1,sabbyschrodes,Main di NAGAPLAY138 selalu menyuguhkan pelayanan terbaik yang membuat pengalaman jadi menguntungkan!,L3eyphPyWDw,CURHAT BANG Denny Sumargo,JENNIFER COPPEN & DALI TIDAK ADA HUBUNGAN PAS HAMIL !! KAMARI TIDAK AKAN DI TITIP KE YAYA
1,SahindeZerrin,"Sebelumnya bermain di tempat lain terasa membosankan tanpa inovasi, pindah ke 𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗 lebih puas",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,Sakunapro321,iya dong di menit 05:16 ada tulisan ✯𝙈𝘼𝙉𝙐𝙏88✯,CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,Sambathsusanto-r8o,Gak pernah bosen main di 𝐃О𝐑𝐀𝟩𝟳! Selalu ada hal baru!,rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,SAMMIEBullard,butuh uang ? cukup dp 10rb saja sudah bisa dapatin jutaan hanya di SRIWIJAYATOTO,BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,SAMMIEBullard,"Pertama kali bermain di 𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗 dan langsung menikmati keseruannya, pengalaman yang luar biasa",CIUnp8NMw8w,Deddy Corbuzier,TERNYATA ARAFAH PERNAH PACARAN SAMA ATE‼️😅 - PUTUSNYA GARA2.. MENDING LU TONTON AJA‼️🤣🤣🤣
1,SamuelJuan-x7u,03:45 B U K I T 888 gada obat sih top kali,BS21KvYlX2Q,Deddy Corbuzier,"VILMEI NANGIS, OM AKU PUNYA BUKTI CHAT DIA KE WILLIE‼️JAHAT BGT BUAT AKU.. AKU BUKA DISINI!  livy"
1,SamuelsJbruce-k2c,"Gokil sih, utang lunas cuma modal main di А𝙂𝘜𝙎𝑇𝑂T𝐎",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Sancaksmith-k4w,"Main di 𝘿ОЯ𝘈7𝟩, mekswin tiap hari!",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,sanchezaryanto-b8l,"Kalo udah main di 𝐀𝐆𝘜𝙎𝑇O𝙏𝙊, ketagihan pasti soalnya gacor bgt",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Sandornation-q3r,"Pelayanan 𝘋О𝙍А𝟩𝟳super ramah, puas banget!",rfwx8XFL7Do,Deddy Corbuzier,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Alyakduy,"""🔥SIMBOLSLOT🔥  WD BERAPAPUN LANGSUNG DIBAYAR LUNAS....!!   PLATFORM : NUKE  🔥 BONUS NEW MEMBER 100 % (BEBAS IP..!!!!) 🔥 BONUS DEPOSIT HARIAN 10 %  🔥 BONUS CASHBACK 100% 🔥 BONUS DEPOSIT RUTIN HARIAN SLOT 🔥 BONUS DEPOSIT RUTIN MINGGUAN SLOT 🔥 Bonus scatter MAHJONG WAYS 🔥 Bonus scatter & PERKALIAN PRAGMATIC  TERSEDIA DEPOSIT BANK, E-WALLET & DEPOSIT PULSA.""",TMJlm0RDdSE,tanboy kun,JUALNYA CUMA AYAM GORENG DOANG...
1,RobertDelgado-r8z,"""Bad ending: kena dark sistem Good ending: Main di ambil4d modal kecil cuan besar",G2JEcxTJ42k,Tempodotco,KALAP MAKAN STREET FOOD DI CHINA!!
1,IrmaMahariyani,"""Medok76 🌟, super keren!""",0UMHeH2qlnk,Official iNews,Kukukikkuu Kuu Wenggo Wenggo
1,stwargaze,"""Orang normal gabut : scroll tik tok Orang Keren gabut : Cari JP di ambil4d 🗿""""""",VBJKF5-QJD4,Dhot Design,Credit Video : Raditya Dika Jangan lupa mampir ke: https://youtu.be/is8qtzP45O8?si=8iKs-s0K-tqJlm3c
1,fadilafarahdiba3410,"""Putar, menang, dan rasakan kejutan besar! 🌟 Mainkan MEDOK76!""",umNY5hjdvns,Tasyi Athasyia,[FULL] Prabowo: Ada yang Melawan soal Efisiensi Anggaran | Interupsi | 13/02
1,novitaekasari801,"""Raih kemenangan yang luar biasa di 🔥 Betpon77 🎁, menangkan hadiah terbaik!""**",JOWclYWhJNE,DENNY CAKNAN,"COKI MUSLIM, PODCAST INI KENA KPI 100%‼️OH.. DAN BUMI ITU DATAR YA TEMAN2!"
1,MrElhas,"»𝗠𝗮𝗻𝘂𝘁𝟴𝟴« mirip dengan kepribadian gue suport banget,",sck5d_eDT30,AutonetMagz,"ALOY: EH GUE GAK BAU YA😂😂 - SIAP KING‼️ - VIDI, GARRY MARAPTHON"
1,MalaRiski-hy3fx,[̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] selalu bikin penasaran,GYi5dKvhpJI,Official iNews,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
1,Rasya-q4s,[̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] tampil dengan desain modern,PlhZ8I925QY,FKKMK UGM Official,"8/256 GB, SNAPDRAGON !! HP 1 JUTAAN LAYAR AMOLED TERBAIK MEI 2025"
1,dwivitapurwardini5013,【ＡＥＲＯ８８】 itu kayak magnet rezeki! Tertarik? Join sekarang! 🧲💵,QkR_lBdZ7oU,BeritaSatu,Gimana Cara Kerja Touchscreen Sebenernya???
1,FayCantik-j8r,【﻿ＤＯＲＡ７７】 memberikan kesempatan untuk belajar dan berkembang. 😈,JOWclYWhJNE,Azka Corbuzier,Review Skin Collector Melissa - Mobile Legends
1,KaraWilliams-t7d,【﻿ＤＯＲＡ７７】 menyediakan antarmuka yang ramah pengguna. 😞,pOFvZRduXDI,Parteehard Trucking & Traveling,WARUNG SATE PINGGIR JALAN YANG ANTRIANNYA SEPANJANG JALAN!!
1,hehehe1234-e5x,【﻿ＤＯＲＡ７７】 menyediakan ruang untuk koneksi profesional. 👈,LOjGCv0dIdQ,Azka Corbuzier,Pengamat Klaim Prabowo Kalah dari Jokowi soal Kekuatan Politik meski Jadi Presiden & Ketum Gerindra
1,nasrunhegar3402,【﻿ＤＯＲＡ７７】menawarkan kesempatan untuk menguji kemampuan Anda. 🌶,nKi2hxBzKd4,𝙵𝙰𝚁𝙸𝚂 𝙰𝙳𝙰𝙼,"DAVINA KARAMOY: AKU PERNAH LIAT DI DEPAN MATA, ARTIS COWOK ADA YANG... 😱😓😅 - Praz Teguh"
1,IndahLestari-gn7pf,【﻿ＤＯＲＡ７７】menawarkan lingkungan yang dinamis dan menarik. 🍳,sck5d_eDT30,Medy Renaldy,"CAT TEMBOK, WIPOL HRS HALAL⁉️SAMA YG MERAS WARTEG SIAPA BANG?"
