,label,author,comment,id,channel,title
16,0,SriAstuti-bx5ys,putri mandinya salah harusnya itu bagian putihnya dia basah kaya bubur gtu tp itu kelapa,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
17,0,cathyangelina3398,Kak febbi konten vlog salon terekstrim di kota kak febbi dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
18,0,cathyangelina3398,kak febbi konten vlog salon terlucu di kota kak febbi dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
19,0,DevinaVidianata,aku kalau lihat ka peby review itu kayak ngiler kepengen banget gituu😂❤ ada yang sama nggaa sih gaiis?,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
20,0,stfunailaa_0903,"kak peb, cobain cookie dough lg viral bgt di mkn sm orng"" luar",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
21,0,rosaliaanne9629,I love muusee🎉,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
22,0,Leziii_cious_sss,"kakk banyakin konten beli beli di live orang dongg, sukaa bgtt ❤❤❤",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
23,0,revazackya4086,Kak coba beli pisang ijo cendana dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
24,0,milamali1335,review pisangg cendana kakkk,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
25,0,Elsa-g4c4p,Kak beli jajan 1 jilo di Shopee lagi dongg,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
26,0,wonyoniech9042,kak knp pake fake sound crunchy nya??,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
27,0,winduistiarsih4904,Kaa cobaan chese cake tom and jerry pliss,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
28,0,Zayyankiyowo25,Ka coba kue biji wijen,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
29,0,angguii,cobain jualan nya putri padang kakk🙂‍↕️🙂‍↕️🙂‍↕️,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
30,0,itzmeFany,"kak, aku kangen video kaka yg review bintang 1, ayo kak buat lagiii",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
31,0,destirobbia,Makaroni nyerem harganya brp??,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
32,0,Lightha,"Sumpah ya kesel banget liat orang ini review makanan setengah2, dulu padahal suka sama videonya, tpi makin kesini kok makin lain. Kalau nggak niat nyobain semua rasa makaroninya mending gausah review sekalian lah, katanya kenyang kok nyendok makroni lainnya sampe bersendok2, harusnya kalau gamau kenyang ya reviewnya dikit2 apa dicut lanjut nanti. Youtuber paling nggak niat kalau ngereview menye2",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
33,0,diananurulutami6212,bajunya lucuu ci🤏,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
34,0,Ririn-k2p,Sering upload ya kk🎉,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
35,0,MeilaniHusna-f8h,kak pebby coba dong beli makanan live shopee yang sepi,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
36,0,RatihNurFadillah-f3e,Cobain tom and jerry cheesecake kakkkk,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
37,0,suki522,"ka cobain stick jengkol ka pita,kasian,dulu sering dihujat fisik nya",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
38,0,Tehochavlog,Pengen coba chikuro😊,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
39,0,sitikhalisah-z3v,Bajunya berubah ubah kdng keatas kdng kebawah,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
40,0,shintyabella13,Kak review tom & jerry cheese cake kak,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
41,0,yayanachi5943,ci jarang post ya sekarang😢,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
42,0,rahelawanda,Dari dulu gue taunya itu bugis mandi loh bukan putri mandi😂,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
43,0,ristinafauzi1884,"𝙺𝚊𝚗𝚐𝚎𝚗 𝚜𝚊𝚖𝚊 𝚔𝚘𝚗𝚝𝚎𝚗 𝚋𝚎𝚕𝚒 𝚋𝚊𝚛𝚊𝚗𝚐 𝚋𝚛𝚊𝚗𝚍𝚎𝚍 𝚝𝚎𝚛𝚖𝚞𝚛𝚊𝚑, 𝚔𝚊𝚙𝚊𝚗 𝚕𝚊𝚐𝚒 𝚗𝚒𝚑 𝚔𝚊𝚔 𝚙𝚎𝚋𝚋𝚢?",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
44,0,Nengleni-rr8xn,"Salah satu yang gue suka dari konten nya Cc Pebbi ini, dia tuh gak pernah nyela makanan.. love bgt deh pokonya..",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
45,0,AuliaAzzahra-e8p,Kak pebi makaroni nyerem nya buat aku ajah kak 🙏🙏🙏😋😋😋,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
46,0,TiaraAirin-l8y,"Ka pebbi cobain brownies mbun , sumpah enak banget 😘",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
126,0,zubairabdul1553,"Putri nyelem klo di Lombok, nyelem artinya tenggelam makanya dibilang putri mandi
Dan yg mba pebby mkan itu putihnya agak keras, tpi yg asli putihnya bner2 kek cream mayo gitu.. ketika kita makan yg ijo isi kelapa itu tenggelam 😊",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
127,0,AdiPutra-cm6os,Kk cobain boboci dari geroz produk baru,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
128,0,arisadewi4504,dibangka banyak banget yang jual putri mandi kak tapi dsni namanya kue bugis lebihh lembutttt dan enaaaak pwolllllll,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
129,0,chaeeyoung_28,kaa review basreng mentah Chili oil dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
130,0,STata-r9u,Kaa cobain dimsum mentai,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
131,0,maingame125,Cobain ice cream cake kak viral banget di tiktok 🎉🎉🎉❤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
132,0,Iswacgtp,KA PEB REVIEW SEBLAK KERING MIX PLSSSSSS❤❤❤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
133,0,7_dewaayukomangmeipratiwi342,coba pisang ijo kak febii,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
135,0,Shakashakahafidzabdillah,"Kak aku udah nungguin kakak dari lamaa,dari tanggal 1 mei😖",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
136,0,yayaalie,kk cobain roti sweety dari putri padang😂,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
137,0,diniiiiiiii-n2v,kakkk pebbi cobainnn makanann virall tiktokk!! pisang ijo cendanaa 😅😅😅,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
138,0,ddinsyay,wiiiii trending🎉,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
139,0,InaraInara06-rl8vt,love kak pebbi 😂,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
140,0,FikiMakrufin,"kak, cobain jualannya mama fuji lagi kak, kayak seblak, dendeng lambo, baso aci gtu",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
141,0,JessiejieleynaWuysang,makaroni nyerem belii nyaa di manaa??,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
142,0,DelaDela-ns4nn,Ci pebbi  cobainn es pisang ijo cendana cii ituuu udhh viralll😭😭,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
143,0,rarraaawww,KAKK HARUSS COBAINN PISANG IJO VIRALL 300K!!!!,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
144,0,euisrahmawati7707,"di rangkasbitung putri malu itu namanya bugis, beda nya ga pake luaran yg putih nya, untuk yg ijo sama isian kelapa dan gula merah nya sama, kalo disini di bungkus pakai daun kak",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
145,0,esamutiara5472,"Apa nama brand donat mochi yang ada di video itu ya?

Apa cuma ada di Bali dan Jawa?",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
146,0,vlanezaofficial2556,"orang orang nonton sambil makan, aku nonton pas mau tidur, alhasil ketiduran beneran nonton ka pebbi 😂😂❤❤",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
147,0,MuhamadaryaRamadan,"Kak coba makan viral es pisang ijo 
Tapi bukan dicelup",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
148,0,Chocopie-n6g,Kak pebbi coba makan kue Nagasaki kak😁😁🙏😁,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
149,0,bucinofficialfirst,"Dari opening udh keliatan happy banget, ternyata makanan nya enak enak. Cewek tu emang gampang banget dibikin bagus MOOD nya, asal kenyang dan makanan yg ada ENAK udh bikin bahagia pollll😂❤",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
150,0,rizfaaa.nrh13,kakk pebbi cobain makanan rating terburukk lagii dongg kangenn niehhh,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
151,0,putririzkia198,nonton sambil makan 😋😋🤟,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
152,0,adzniajah,Kaa pebbi cobain boboci nyerem shake ❤❤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
153,0,Ruly20,trending ke 19 dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
154,0,FitriItti-q5c,Rasa yg kutukan kimchi makaroni nyerem itu enak,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
155,0,junn6301,ngilerr🤤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
156,0,yaa.athaaaa,"kakkk kangenn kamu ke salonn lagii, ayo ngonten ke salonn lagii",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
157,0,aisy4hK,Next makan luk chup jumbo yg strawberry itu kaaakk! lagi viral juga,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
158,0,RendySeptian-zs5zy,"ci laama bgt sih up nya, aku makan kesepian tau kalo ga nonton ci pebbi😅",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
159,0,anggunkamisara,13 di trending pas aku nonton 😊,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
160,0,nisaja_,"Baru tau ada chikuro daging sapi, kayaknya belom ada didaerahku, biasaa beli yg ayam dan iya ngenyengin banget aku beli 1 bagi 3 udah kenyang banget",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
161,0,dinishntbl16,Aku penasaran sama lip nya pake merek apa sih kak? Bisa tahan gituuuu,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
162,0,alifiafirdausaadianti699,"Kalo di jawa gatau sama atau enggak, tapi isinya sama ada santen sama bola kenyal yg dalemnya kelapa sama gula merah dan dibungkus daun pisang. Kalo gasalah namanya bugis apa ya, udah susah sekarang nyarinya jadi suka lupa2 nama jajanan tradisional 😂",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
163,0,pinkkypaii,"kak sering sering upload plis,karna semua nya udah aku tonton jadi setiap makan aku ulang ulang vidio yang lama",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
164,0,SuciAmanda-bf4de,kak coba makan m berry lagi😂,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
165,0,sulistyafadilah2243,Coba indomi chef Devina cii,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
166,0,rienfitri1504,Wow akhirnya masuk 5 top trending YouTube selamat kak ❤❤❤❤❤❤❤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
167,0,TaribunsTV,Mantap beli makan viral di tiktook wah wah,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
168,0,llemonlimenad,WOW TRENDING 5!!!! 🎉,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
169,0,viraalaveniaaa,"Ayoo bkin vdeo tiap hri, asik bgt buat tmen makan siangku ❤",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
170,0,megaade2451,Makaroni blom di Spil harganya sama chessecakenya🤣,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
172,0,IndahSetyaningsih-u8g,kak gaada pisang ijo nyaa yaaa?,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
173,0,bocilkematian5308,"Tumben kebalik, biasanya jakarta duluan yang trend dari kalimantan, soalnya di kaimantan udah ada chikuro 2/3 tahun yang lalu, jakarta baru baru aja masuk",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
174,0,ShantiAgo,besok pasti ada mie goreng moci kalo gak nasgor moci😂,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
192,0,frendytegar,🤩🤩,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
193,0,nadiarahma6341,ka gaada pisang Cendana?,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
195,0,ristna_jeong,Kakkk ayo ranting terburuk lagi. Kangen,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
196,0,hendrikurniawan1630,"Ka cobain makan khas Bogor, namanya cungkring",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
197,0,SesiLlia-gy7xn,kak itu macaroni nya pedes bgt ya karna kakak kasih saus nya semua btw yang paling pedes mampussssssss itu yang keju pedas maut yg pocong putih,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
198,0,Sweethuman19,ka pebbi cobain kue manco dongg yang lagi viral di tiktok pasti enak bgtt,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
199,0,Sweethuman19,KA PEBBI UDAH TRENDING 7 AJAA🎉🎉🎉,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
200,0,laifafarihah1286,kamera 2 yg shoot nyamping kondisikan lg ci soalnya bocor terus backgroundnya. agak salfok dan kurang nyaman di lihat,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
201,0,wiffanaffa8225,Chikuro emang seenak itu sih kak peb😫,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
202,0,yoghasantosa2450,Cobain kebab pisang coklat by ahgoy kak,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
203,0,unknown-fj7ez,"kalo diliat"" kak pebbi mirip cucuapho😂",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
204,0,aretam.nsalma,"8,8.1h",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
205,0,SavalailatulNuha,kaak mau makaroni nyerem,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
206,0,bungaramadani3716,akhirnyaaaa makanan viral tiktok lagi,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
207,0,diannovita8949,Kapan ci beground nya di ganti uda gk nyaman bgt liatnya😢,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
208,0,WidiNurCahyani,Kue putri mandi = mendut,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
209,0,apriliawulandari7011,WAWWW TRENDING,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
210,0,agniyarafifa4960,Ci coba kue Nagasaki dong,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
211,0,Eren_yuli,👍👍😍😍🥰,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
212,0,dayura.,"kaaaaa beli makanan rating terburuk lg di shopeeee plsss, kangen bgt😭",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
213,0,melaseviani1700,"kak bikin konten rating terburuk di shope lagi dong edisi cemilan (basreng,seblak mix,dll) 
yg setuju like💗💗💗",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
214,0,calysta_3562,"Itu sih bugis ya namanya klo di tmptku, yg putri malu itu",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
215,0,comfortproduction,Nah,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
216,0,najundashr9139,Salfok baju nya bagus bgt ci beli dmn??,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
217,0,tiarawulan18,Ciii sering”in up video dongg,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
218,0,vinnamarchelia1265,"Pantesan suaminya makan cheese cake, ternyata kamu lg review kak",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
245,0,sweetiehurt_,LUCU BANGET HAHAHAA 🥹🥹❤❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
246,0,PutriSesilia-tf2zo,kak cobain lukchup,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
247,0,basistangerang3577,https://youtube.com/shorts/Q7hd8rjB5WA?si=920javfOoUMyovJ7,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
248,0,milky_tea7063,"Next,, cobain pisang ijo cendana kak, lagi viral bgt itu",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
249,0,TitaKurniawati-k3q,Konten makanan rating terburuk lg dongg seruuu,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
250,0,nontondramaDM,Ka feb spill bajunya beli dmna ❤,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
251,0,febygisella9572,"Kak pebiiii , taiko krezzzzz gak direview?",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
252,0,Saina-w9r6f,udahhh nunggu nunggu aku kka,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
253,0,septinurhayati804,Di purwokerto ada kak febby dari dulu smpi skrg,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
254,0,yulisrohmawati4018,Putri mandi / mendut🤣🤣,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
255,0,suwarti-f6o,Di balik layar Makanan yg sisa di habisin apa engga itu kaa ..eman2,hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
256,0,ZihanZanetfi,"kaa coba putri no'ong, ga viral sih tp itu enakkk bgt menurut ku",hUGHkGzfWi8,Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 27!"
